status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
107861655950370_1408870409182815,Index Vijesti: Borbe na rubu Starog grada dovele su do velikog broja civilnih žrtava.,Iračke snage nastavljaju ofenzivu u Mosulu,link,http://www.index.hr/vijesti/clanak/iracke-snage-nastavljaju-ofenzivu-u-mosulu/959446.aspx,2017-03-27 05:14:28,1,2,0,1,0,0,0,0,0
107861655950370_1408870362516153,Index Vijesti: NATO se prilagođava novim prijetnjama.,NATO će potrošiti tri milijarde eura na unapređenje obrane,link,http://www.index.hr/vijesti/clanak/nato-ce-potrositi-tri-milijarde-eura-na-unapredenje-obrane-/959447.aspx,2017-03-27 05:14:23,1,0,0,1,0,0,0,0,0
107861655950370_1408870329182823,Index Sport: Hrvati pokorili Južnu Ameriku,Hrvatski judo dvojac osvojio zlato i broncu pa zapalio društvene mreže,link,http://www.index.hr/sport/clanak/hrvatski-judo-dvojac-osvojio-zlato-i-broncu-pa-zapalio-drustvene-mreze/959441.aspx,2017-03-27 05:14:18,5,0,0,5,0,0,0,0,0
107861655950370_1408870312516158,"Klepetane, gdje si? Malena te čeka! <3","Malenoj u gnijezdo sletio udvarač, ali ona još čeka samo Klepetana",link,http://www.index.hr/black/clanak/malenoj-u-gnijezdo-sletio-udvarac-ali-ona-jos-ceka-samo-klepetana/959444.aspx,2017-03-27 05:14:15,94,5,4,86,5,1,2,0,0
107861655950370_1408870262516163,Index Vijesti: Odustaju od potpune zabrane rada nedjeljom.,Markićka na konferenciji objasnila koji je njihov plan za rad nedjeljom,link,http://www.index.hr/vijesti/clanak/markicka-na-konferenciji-objasnila-koji-je-njihov-plan-za-rad-nedjeljom/959443.aspx,2017-03-27 05:14:10,2,8,1,2,0,0,0,0,0
107861655950370_1408870215849501,,Realova zvijezda ružnom gestom razbijesnila navijače,link,http://www.index.hr/sport/clanak/realova-zvijezda-ruznom-gestom-razbijesnila-navijace/959448.aspx,2017-03-27 05:14:07,1,0,0,1,0,0,0,0,0
107861655950370_1408870172516172,Jako dobro izgleda ;),FOTO Guze posute šljokicama novi su trend na Instagramu,link,http://www.index.hr/black/clanak/foto-guze-posute-sljokicama-novi-su-trend-na-instagramu/959437.aspx,2017-03-27 05:14:01,1,1,0,1,0,0,0,0,0
107861655950370_1408870135849509,Index Sport: Dinamo ga može dovesti za siću.,Dinamo krade Milanovog napadača? Evo s kojim velikanima se za njega bori,link,http://www.index.hr/sport/clanak/dinamo-krade-milanovog-napadaca-evo-s-kojim-velikanima-se-za-njega-bori/959445.aspx,2017-03-27 05:13:56,7,0,0,7,0,0,0,0,0
107861655950370_1408870099182846,"Index Sport: NEVJEROJATAN TRANSFER 

Ovo je neizbježno, tvrdi Realovo klupsko glasilo.",Bio bi to Realov posao stoljeća: U senzacionalnoj razmjeni desetki stiže jedan od najboljih na svijetu?,link,http://www.index.hr/sport/clanak/bio-bi-to-realov-posao-stoljeca-u-senzacionalnoj-razmjeni-desetki-stize-jedan-od-najboljih-na-svijetu/959434.aspx,2017-03-27 05:13:50,8,0,0,8,0,0,0,0,0
107861655950370_1408832295853293,"Index Rouge: Junakinje mijenjaju svijet - više ili manje, ali svaka na svoj način ;)",Moć žene: O ovim snažnim ženama morate znati više,link,http://www.index.hr/rouge/clanak/moc-zene-o-ovim-snaznim-zenama-morate-znati-vise/959418.aspx,2017-03-27 04:36:52,3,1,0,3,0,0,0,0,0
107861655950370_1408832269186629,Ako ne znate gdje ćete na medeni mjesec... :P,U ovom hotelu ćete bolje proći razvedeni nego sretno vjenčani,link,http://www.index.hr/black/clanak/u-ovom-hotelu-cete-bolje-proci-razvedeni-nego-sretno-vjencani/959424.aspx,2017-03-27 04:36:48,3,1,0,3,0,0,0,0,0
107861655950370_1408832255853297,Jeste li ljubomorni?,Muči vas ljubomora? Ovo su najbolji načini kako je svladati,link,http://www.index.hr/black/clanak/muci-vas-ljubomora-ovo-su-najbolji-nacini-kako-je-svladati/959426.aspx,2017-03-27 04:36:44,6,1,1,4,2,0,0,0,0
107861655950370_1408832199186636,"Index Sport: U Azerbajdžanu se stvara nešto veliko, a ""arhitekt"" je slavni Hrvat!",Izbornik svjetskih prvaka naklonio se Prosinečkom,link,http://www.index.hr/sport/clanak/izbornik-svjetskih-prvaka-naklonio-se-prosineckom/959427.aspx,2017-03-27 04:36:39,32,0,0,32,0,0,0,0,0
107861655950370_1408832149186641,Index Rouge: Ovo je svakako dobro znati :D,Muškarci u ovom horoskopskom znaku su najbolji ljubavnici,link,http://www.index.hr/rouge/clanak/muskarci-u-ovom-horoskopskom-znaku-su-najbolji-ljubavnici/959432.aspx,2017-03-27 04:36:34,16,2,2,16,0,0,0,0,0
107861655950370_1408832089186647,Index Sport: SENZACIJA,Barcelona mora pustiti Neymara u United,link,http://www.index.hr/sport/clanak/barcelona-mora-pustiti-neymara-u-united/959423.aspx,2017-03-27 04:36:28,34,1,0,31,0,0,2,0,1
107861655950370_1408832035853319,,BROZOVIĆ POSTAJE NAJSKUPLJI HRVATSKI NOGOMETAŠ Mourinho plaća Interu odštetnu klauzulu,link,http://www.index.hr/sport/clanak/brozovic-postaje-najskuplji-hrvatski-nogometas-mourinho-placa-interu-odstetnu-klauzulu/959425.aspx,2017-03-27 04:36:24,53,3,0,47,0,1,5,0,0
107861655950370_1408814469188409,Nakon uhićenja mrtav hladan je rekao policiji da je bio ljut na roditelje.,"Tko je 19-godišnjak koji je ubio oca i majku? Nije pokazao kajanje, rekao da je bio ljut na njih",link,http://www.index.hr/vijesti/clanak/tko-je-19godisnjak-koji-je-ubio-oca-i-majku-nije-pokazao-kajanje-rekao-da-je-bio-ljut-na-njih/959422.aspx,2017-03-27 04:00:30,97,80,5,48,0,1,0,16,32
107861655950370_1408808142522375,Index Fit: Izazivamo vas da nađete svog para,"Doznajte zašto je dobar ovaj ""double-decker"" partner plank",link,http://www.index.hr/fit/clanak/doznajte-zasto-je-dobar-ovaj-doubledecker-partner-plank/959399.aspx,2017-03-27 03:49:09,9,5,0,7,0,1,1,0,0
107861655950370_1408807989189057,,GUINNESS POTVRDIO Bosanska glava najtvrđa na svijetu: Dječak s njom razbio 111 ploča,link,http://www.index.hr/sport/clanak/bosanska-glava-sluzbeno-najtvrda-na-svijetu-djecak-s-njom-razbio-111-ploca/959405.aspx,2017-03-27 03:49:02,51,6,2,39,0,1,11,0,0
107861655950370_1408807929189063,S koliko frajera si bila prije mene?,"7 pitanja koje muškarci žele postaviti ženama, ali se boje",link,http://www.index.hr/rouge/clanak/7-pitanja-koje-muskarci-zele-postaviti-zenama-ali-se-boje/959404.aspx,2017-03-27 03:48:59,10,4,0,10,0,0,0,0,0
107861655950370_1408807792522410,"Index Vijesti: Prema odluci suda, reći ""dosta"" je preslaba reakcija.",Talijan oslobođen optužbe za silovanje jer njegova žrtva nije vrištala,link,http://www.index.hr/vijesti/clanak/talijan-osloboden-optuzbe-za-silovanje-jer-njegova-zrtva-nije-vristala/959406.aspx,2017-03-27 03:48:54,1,0,0,1,0,0,0,0,0
107861655950370_1408807689189087,Index Ljubimci: Svaka čast ovoj predivnoj ženi! Njezina je priča nevjerojatna!,VIDEO Ova se žena brine o 400 pasa lutalica,link,http://www.index.hr/ljubimci/clanak/video-ova-se-zena-brine-o-400-pasa-lutalica/959413.aspx,2017-03-27 03:48:50,59,1,0,56,2,1,0,0,0
107861655950370_1408807622522427,Bilo je i onih koji su tvrdili da treba zabraniti prikazivanje filma.,"VIDEO Power Rangersi u Rusiji dobili oznaku 18+ zbog ""perverznog seksualnog ponašanja""",link,http://www.index.hr/black/clanak/video-power-rangersi-u-rusiji-dobili-oznaku-18-zbog-perverznog-seksualnog-ponasanja/959412.aspx,2017-03-27 03:48:48,1,0,1,1,0,0,0,0,0
107861655950370_1408807499189106,"Index Auto: Košta kao 140 Golfova, a samo gume ne daju da ide preko 420 km/h: Prvi dojmovi sa vožnje ""najboljeg automobila na svijetu""",VIDEO Bugatti Chiron je zvijer s druge planete,link,http://www.index.hr/auto/clanak/video-bugatti-chiron-je-zvijer-s-druge-planete/959415.aspx,2017-03-27 03:48:43,30,0,0,28,0,2,0,0,0
107861655950370_1408807392522450,"Index Sport: ""Bio sam siguran da zabijam gol"", kaže igrač Rijeke koji je napravio OVO",Igrač Rijeke zavio Crnu Goru u crno: Bio je sam na pet metara od gola i napravio ovo,link,http://www.index.hr/sport/clanak/igrac-rijeke-zavio-crnu-goru-u-crno-bio-je-sam-na-pet-metara-od-gola-i-napravio-ovo/959398.aspx,2017-03-27 03:48:37,17,0,0,17,0,0,0,0,0
107861655950370_1408807299189126,Index Sport: U Siriji se nogomet igra pod granatama,NAVIJAJTE ZA SIRIJU Kako je ratom rasturena zemlja stigla na korak do plasmana na Svjetsko prvenstvo,link,http://www.index.hr/sport/clanak/navijajte-za-siriju-kako-je-ratom-rasturena-zemlja-stigla-na-korak-do-plasmana-na-svjetsko-prvenstvo/959410.aspx,2017-03-27 03:48:32,2,0,0,2,0,0,0,0,0
107861655950370_1408807182522471,,BOSANSKA ZVIJER vs. HERCEGOVAČKI ZVONIK Nurkić slavio u velikom dvoboju sa Zubcem,link,http://www.index.hr/sport/clanak/bosanska-zvijer-vs-hercegovacki-zvonik-nurkic-slavio-u-velikom-dvoboju-sa-zubcem/959394.aspx,2017-03-27 03:48:28,5,0,0,5,0,0,0,0,0
107861655950370_1408807082522481,,"Nakon nesreće, Uber opozvao samovozeće automobile",link,http://www.index.hr/auto/clanak/nakon-nesrece-uber-opozvao-samovozece-automobile/959376.aspx,2017-03-27 03:48:24,1,0,0,1,0,0,0,0,0
107861655950370_1408807019189154,Index Mame: Jesu li roditeljski strahovi opravdani?,Sve čega se bojim otkako sam postala mama,link,http://www.index.hr/mame/clanak/sve-cega-se-bojim-otkako-sam-postala-mama-/959417.aspx,2017-03-27 03:48:20,4,0,0,4,0,0,0,0,0
107861655950370_1408806935855829,Index Rouge: Kod njih nema sredine: ili ih volite ili ih mrzite ;),"Službeno je: Ovo su ""it"" cipele sezone",link,http://www.index.hr/rouge/clanak/sluzbeno-je-ovo-su-it-cipele-sezone/959407.aspx,2017-03-27 03:48:15,15,14,0,12,0,0,2,1,0
107861655950370_1408806852522504,"Index Mame: ""Nije neobično što mnogi pokleknu, nemojte me krivo shvatiti, ali čemu sve to?""",Kome trebaju sve te tričarije za djecu (osim mladim uplašenim mamama?),link,http://www.index.hr/mame/clanak/kome-trebaju-sve-te-tricarije-za-djecu-osim-mladim-uplasenim-mamama/901246.aspx,2017-03-27 03:48:10,25,1,2,24,0,0,0,1,0
107861655950370_1408806725855850,Index Vijesti: Trenutno se supermasivna crna rupa kreće brzinom kojom bi mogla put između Mjeseca i Zemlje prijeći u tri minute.,Supermasivna crna rupa juri svemirom brzinom od 9 milijuna kilometara na sat,link,http://www.index.hr/vijesti/clanak/supermasivna-crna-rupa-juri-svemirom-brzinom-od-9-milijuna-kilometara-na-sat/959401.aspx,2017-03-27 03:48:03,4,0,0,3,0,0,1,0,0
107861655950370_1408806629189193,"Index Fit: Michael Olajide, bivši profesionalni boksač, u New Yourk Cityju, u modernom fitness studiju, razvio je program učvršćivanja tijela u samo 28 dana bez korištenja utega",Profesionalni boksač otkrio lak način na koji možete imati tijelo poput Adriane Lime,link,http://www.index.hr/fit/clanak/profesionalni-boksac-otkrio-lak-nacin-na-koji-mozete-imati-tijelo-poput-adriane-lime/884188.aspx,2017-03-27 03:47:57,1,0,0,1,0,0,0,0,0
107861655950370_1408806565855866,Najveća tragedija Hollywooda.,"Najljepša holivudska glumica trebala je roditi, a onda je njezino ubojstvo šokiralo svijet",link,http://www.index.hr/black/clanak/najljepsa-holivudska-glumica-trebala-je-roditi-a-onda-je-njezino-ubojstvo-sokiralo-svijet/959396.aspx,2017-03-27 03:47:55,1,0,0,1,0,0,0,0,0
107861655950370_1408806475855875,Index Sport: Sjećate li se Dinamovog Owena?,Znate li tko je jedini još uvijek aktivni nogometaš s povijesne utakmice Croatije na Old Traffordu?,link,http://www.index.hr/sport/clanak/znate-li-tko-je-jedini-jos-uvijek-aktivni-nogometas-s-povijesne-utakmice-croatije-na-old-traffordu/959403.aspx,2017-03-27 03:47:50,10,3,0,10,0,0,0,0,0
107861655950370_1408806422522547,Stižu dobre vijesti :D,Zbog ove Google Maps fore više nikad nećete morati platiti kaznu za parking,link,http://www.index.hr/black/clanak/zbog-ove-google-maps-fore-vise-nikad-necete-morati-platiti-kaznu-za-parking/959408.aspx,2017-03-27 03:47:46,16,2,0,16,0,0,0,0,0
107861655950370_1408806332522556,Index Vijesti: Što se događa u HDZ-u?,"Plenkoviću puca tlo pod nogama, pobuna u HDZ-u je sve otvorenija i jača",link,http://www.index.hr/vijesti/clanak/plenkovicu-puca-tlo-pod-nogama-pobuna-u-hdzu-je-sve-otvorenija-i-jaca/959409.aspx,2017-03-27 03:47:41,78,29,5,51,2,1,23,0,1
107861655950370_1408778459192010,"Index Sport: VELIKA BITKA HRVATSKOG NOGOMETAŠA!

Drži se, Ivane!!! <3","POTRESNE SNIMKE Ivan Klasnić triput tjedno ide na dijalizu: ""San mi je stati na noge i normalno živjeti""",link,http://www.index.hr/sport/clanak/potresne-snimke-ivan-klasnic-triput-tjedno-ide-na-dijalizu-san-mi-je-stati-na-noge-i-normalno-zivjeti/959421.aspx,2017-03-27 03:13:18,101,2,1,73,4,0,0,23,1
107861655950370_1408770275859495,Sjećate se sestara Barudžija?,"FOTO Bile su seks ikone i najpoznatije sestre bivše Juge, evo gdje su i kako izgledaju danas",link,http://www.index.hr/black/clanak/foto-bile-su-seks-ikone-i-najpoznatije-sestre-bivse-juge-evo-gdje-su-i-kako-izgledaju-danas/959395.aspx,2017-03-27 03:00:36,10,0,1,10,0,0,0,0,0
107861655950370_1408741969195659,OTKRIVAJU SE DETALJI.,PRIJATELJI UBOJICE ZNALI DA JE UBIO OCA I MAJKU Jedan bio s njim dok je ubijao majku,link,http://www.index.hr/vijesti/clanak/prijatelji-ubojice-znali-da-je-ubio-oca-i-majku-policija-ih-privela-jer-su-sutjeli/959402.aspx,2017-03-27 02:22:00,111,80,7,58,1,1,0,24,27
107861655950370_1408740712529118,Index Vijesti: Sada definitivno debele zimske jakne mogu u ormar!,"Čeka nas predivan tjedan, a za vikend slobodno planirajte boravak u prirodi",link,http://www.index.hr/vijesti/clanak/ceka-nas-predivan-tjedan-a-za-vikend-slobodno-planirajte-boravak-u-prirodi/959387.aspx,2017-03-27 02:08:26,559,29,21,538,18,2,1,0,0
107861655950370_1408740689195787,Index Vijesti: Na prometnicama stradava veliki broj ježeva!,Vozači oprez! Čuvajte ježeve na cesti,link,http://www.index.hr/vijesti/clanak/vozaci-oprez-cuvajte-jezeve-na-cesti/959393.aspx,2017-03-27 02:08:21,231,6,56,183,9,0,0,39,0
107861655950370_1408740662529123,,LEWANGOLSKI Crnoj Gori zabio za nastavak dva nevjerojatna niza,link,http://www.index.hr/sport/clanak/lewangolski-crnoj-gori-zabio-golcinu-za-nastavak-dva-nevjerojatna-niza/959384.aspx,2017-03-27 02:08:18,1,0,0,1,0,0,0,0,0
107861655950370_1408740622529127,"Index Vijesti: Navodno ju je dirala po bedru uz ""izopačene i bludne komentare"".","Pipala ženu u avionu uz vulgarne komentare, sada čeka presudu",link,http://www.index.hr/vijesti/clanak/pipala-zenu-u-avionu-uz-vulgarne-komentare-sada-ceka-presudu/959383.aspx,2017-03-27 02:08:14,2,1,0,1,0,1,0,0,0
107861655950370_1408740572529132,"Index Vijesti: Posao je težak, ali zaposlenje nije teško naći",Otkrivamo zašto sve više mladih žele postati medicinske sestre,link,http://www.index.hr/vijesti/clanak/otkrivamo-zasto-sve-vise-mladih-zele-postati-medicinske-sestre/958893.aspx,2017-03-27 02:08:09,13,1,3,13,0,0,0,0,0
107861655950370_1408740552529134,Index Auto: Audi će lansirati bar tri električna modela,Audi u električnoj ofenzivi: Ugrožen i BMW i8,link,http://www.index.hr/auto/clanak/audi-u-elektricnoj-ofenzivi-ugrozen-i-bmw-i8/957831.aspx,2017-03-27 02:08:05,2,1,0,2,0,0,0,0,0
107861655950370_1408740522529137,,"Dok svi odbijaju Leicester zbog odnosa prema Ranieriju, slavni trener jedva čeka njihovu ponudu",link,http://www.index.hr/sport/clanak/dok-svi-odbijaju-leicester-zbog-odnosa-prema-ranieriju-slavni-trener-jedva-ceka-njihovu-ponudu-/959391.aspx,2017-03-27 02:08:01,18,0,0,18,0,0,0,0,0
107861655950370_1408740492529140,Index Vijesti: Merkel neće nasjesti na provokaciju.,Trump je Merkel uručio fakturu dugovanja za troškove obrane,link,http://www.index.hr/vijesti/clanak/trump-je-merkel-urucio-fakturu-dugovanja-za-troskove-obrane/959389.aspx,2017-03-27 02:07:56,18,4,0,9,1,1,5,0,2
107861655950370_1408740469195809,Index Vijesti: Katastrofalan sustav poticaja u poljoprivredi komentira: GORAN VOJKOVIĆ,UKINITE IH Državni poticaji uništavaju poljoprivredu,link,http://www.index.hr/vijesti/clanak/ukinite-ih-drzavni-poticaji-unistavaju-poljoprivredu/958956.aspx,2017-03-27 02:07:52,59,19,9,59,0,0,0,0,0
107861655950370_1408740439195812,"Znamo da vas ovo jako živcira, ali postoji rješenje :D","Facebook je uveo najiritantniju stvar ikad, evo kako je zaustaviti",link,http://www.index.hr/black/clanak/facebook-je-uveo-najiritantniju-stvar-ikad-evo-kako-je-zaustaviti/959273.aspx,2017-03-27 02:07:49,9,1,0,9,0,0,0,0,0
107861655950370_1408740412529148,Žene su lude za ovim tipom.,Žene poludjele za najboljim prijateljem Novaka Đokovića koji je uspio zavesti čak i Anu Ivanović,link,http://www.index.hr/black/clanak/zene-poludjele-za-najboljim-prijateljem-novaka-dokovica-koji-je-uspio-zavesti-cak-i-anu-ivanovic/959386.aspx,2017-03-27 02:07:44,21,7,3,20,0,0,1,0,0
107861655950370_1408740392529150,,SLOVENCE POKOPAO NAJBOLJI GOLMAN SVIJETA Oblak gleda loptu koja mu se kotrlja u mrežu,link,http://www.index.hr/sport/clanak/slovence-pokopao-najbolji-golman-svijeta-oblak-gleda-loptu-koja-mu-se-kotrlja-u-mrezu/959378.aspx,2017-03-27 02:07:41,9,7,0,8,0,0,0,0,1
107861655950370_1408740365862486,"Index Sport: ""Ne mogu bez provokacija"", ""Bolesna poruka braće"", ""Bolesnici oblijepili Zagreb"", ""Mržnja iz Hrvatske"", ""Ujedinjeni u bolesti"", ""Provokacija komšija"", vrište srpske naslovnice.","Srbija zgrožena: Hrvatski i ukrajinski navijači napravili naljepnice ""Srbe na vrbe"" i ""Moskovljane na nož""?",link,http://www.index.hr/sport/clanak/srbija-zgrozena-hrvatski-i-ukrajinski-navijaci-napravili-naljepnice-srbe-na-vrbe-i-moskovljane-na-noz/959385.aspx,2017-03-27 02:07:35,99,43,1,70,7,1,14,0,7
107861655950370_1408467329223123,Znate li da su @Index Oglasi najbrže rastući oglasnik u Hrvatskoj? ;) Provjerite zašto!,Index Oglasi,link,http://www.index.hr/oglasi/mercedes-e-klasa-e220-cdi-elegance-automatik/oid/457471?utm_source=facebook&utm_medium=social&utm_campaign=facebook_objava_mz&utm_content=457471,2017-03-27 01:30:00,2,0,0,2,0,0,0,0,0
107861655950370_1408710335865489,Index Vijesti: Na skijalištu je bilo 70 učenika i nastavnika na tečaju planinarenja.,"U lavini u Japanu najvjerojatnije osmero mrtvih, troje nestalih i više od 30 ozlijeđenih",link,http://www.index.hr/vijesti/clanak/u-lavini-u-japanu-najvjerojatnije-osmero-mrtvih-troje-nestalih-i-vise-od-30-ozlijedenih/959380.aspx,2017-03-27 01:04:51,9,0,1,8,0,0,0,1,0
107861655950370_1408710285865494,Index Sport: Noć za zaborav NBA senzacija.,Ništa od rušenja Iversonovog rekorda: Šarić prekinuo sjajnu seriju,link,http://www.index.hr/sport/clanak/nista-od-rusenja-iversonovog-rekorda-saric-prekinuo-sjajnu-seriju/959382.aspx,2017-03-27 01:04:44,25,2,0,25,0,0,0,0,0
107861655950370_1408319205904602,,Lajk.hr,link,http://www.index.hr/lajk/poster/185293/jedanaest-dirljivih-reakcija-oceva-koji-su-konacno-shvatili-da-im-se-kceri-udaju,2017-03-27 00:30:00,68,1,0,63,5,0,0,0,0
107861655950370_1408563045880218,,Gdje su nestali Sanja i Željko?!,link,http://www.index.hr/mame/clanak/gdje-su-nestali-sanja-i-zeljko/844976.aspx,2017-03-26 20:32:57,12,9,1,12,0,0,0,0,0
107861655950370_1408475115889011,Index Fit: Dan D,23. dan Index Fit HIIT izazova: Pokreni cijelo tijelo,link,http://www.index.hr/fit/clanak/23-dan-index-fit-hiit-izazova-pokreni-cijelo-tijelo-/959291.aspx,2017-03-26 18:16:34,6,0,1,6,0,0,0,0,0
107861655950370_1408475049222351,,Dirljive slike s Wembleya: Dječak koji je rasplakao milijune donio sreću svom idolu,link,http://www.index.hr/sport/clanak/dirljive-slike-s-wembleya-djecak-koji-je-rasplakao-milijune-donio-srecu-svom-idolu/959375.aspx,2017-03-26 18:16:29,120,0,0,115,1,0,0,4,0
107861655950370_1408425429227313,,"Lewandowski i Piszczek rastužili Podgoricu, Slovenci pali u Škotskoj",link,http://www.index.hr/sport/clanak/lewandowski-i-piszczek-rastuzili-podgoricu-slovenci-pali-u-skotskoj/959372.aspx,2017-03-26 16:55:18,6,0,0,6,0,0,0,0,0
107861655950370_1408425335893989,Index Sport: Kakav tandem!,VEZA ŠUKERA I MIJATOVIĆA Kako je nastalo veliko prijateljstvo i Realov trofej za pamćenje,link,http://www.index.hr/sport/clanak/veza-sukera-i-mijatovica-kako-je-nastalo-veliko-prijateljstvo-i-realov-trofej-za-pamcenje/959371.aspx,2017-03-26 16:55:13,64,1,0,61,1,0,0,0,2
107861655950370_1408390172564172,Jacques se skoro rasplakao od sreće :),VIDEO TLZP Jacques Houdek raspametio Jacquesa Houdeka i odnio pobjedu,link,http://www.index.hr/black/clanak/video-tlzp-jacques-houdek-raspametio-jacquesa-houdeka-i-odnio-pobjedu/959367.aspx,2017-03-26 16:18:00,765,7,4,738,27,0,0,0,0
107861655950370_1408370322566157,Index Vijesti: Nastavlja se potpuno okruživanje Rake.,"Nova važna pobjeda, snage sirijske oporbe ušle u zračnu luku Tabke",link,http://www.index.hr/vijesti/clanak/nova-vazna-pobjeda-snage-sirijske-oporbe-usle-u-zracnu-luku-tabke-/959366.aspx,2017-03-26 15:46:34,6,0,0,5,0,0,0,0,1
107861655950370_1408370275899495,Index Sport: Stipe najavio veliki revanš,Miočić poslao poruku koja se neće svidjeti Dos Sanntosu,link,http://www.index.hr/sport/clanak/miocic-poslao-poruku-koja-se-nece-svidjeti-dos-santosu/959370.aspx,2017-03-26 15:46:31,40,0,1,40,0,0,0,0,0
107861655950370_1408370252566164,Index Sport: Odluka je bila laka,Nizozemci ekspresno smijenili Blinda nakon debakla u Bugarskoj,link,http://www.index.hr/sport/clanak/nizozemci-ekspresno-smijenili-blinda-nakon-debakla-u-bugarskoj-/959368.aspx,2017-03-26 15:46:27,18,0,0,17,0,0,1,0,0
107861655950370_1408370222566167,Čega sve nema na internetu :O,"Ove društvene mreže su popularne, a vjerojatno ni ne znate da postoje",link,http://www.index.hr/black/clanak/ove-drustvene-mreze-su-popularne-a-vjerojatno-ni-ne-znate-da-postoje/959365.aspx,2017-03-26 15:46:24,25,2,1,22,1,0,2,0,0
107861655950370_1408370175899505,Index Sport: Čarli uskoro opet na terenu!,Ćorluka iz Rusije javio dobru vijest,link,http://www.index.hr/sport/clanak/corluka-iz-rusije-javio-dobru-vijest/959369.aspx,2017-03-26 15:46:20,47,0,0,44,2,0,0,0,1
107861655950370_1408344185902104,"Index Vijesti: ""BiH treba potpora. U slučaju da bude izolirana, BiH će biti sučeljena s unutarnjim sukobima i razlikama"", rekao je Ivanić na konferenciji za novinare.","Mladen Ivanić: Ako ostane bez europske perspektive, BiH prijete unutarnji sukobi",link,http://www.index.hr/vijesti/clanak/mladen-ivanic-ako-ostane-bez-europske-perspektive-bih-prijete-unutarnji-sukobi/959359.aspx,2017-03-26 15:09:04,2,1,0,2,0,0,0,0,0
107861655950370_1408344132568776,Index Sport: Ovo će razveseliti novog izbornika,"Hrvati zabijali u Ligi prvaka, Pešić se iskazao obranama",link,http://www.index.hr/sport/clanak/hrvati-zabijali-u-ligi-prvaka-pesic-se-iskazao-obranama/959358.aspx,2017-03-26 15:09:01,91,0,0,91,0,0,0,0,0
107861655950370_1408344095902113,Index Vijesti: Ima i ponekih iznenađenja.,"NAJNOVIJE ANKETE Vučić bi trebao pobijediti bez problema, nitko mu nije ni blizu",link,http://www.index.hr/vijesti/clanak/najnovije-ankete-vucic-bi-trebao-pobijediti-bez-problema-nitko-mu-nije-ni-blizu/959364.aspx,2017-03-26 15:08:55,2,3,0,2,0,0,0,0,0
107861655950370_1408344065902116,Index Sport: Nastavio je tamo gdje je stao,POVRATAK IZ SNOVA Nakon četiri godine zaigrao za Englesku i odmah zabio gol,link,http://www.index.hr/sport/clanak/povratak-iz-snova-nakon-cetiri-godine-zaigrao-za-englesku-i-odmah-zabio-gol/959355.aspx,2017-03-26 15:08:51,36,0,0,36,0,0,0,0,0
107861655950370_1408344015902121,Čestitke :),Srpski mediji pišu da je Severina u trećem mjesecu trudnoće,link,http://www.index.hr/black/clanak/srpski-mediji-pisu-da-je-severina-u-trecem-mjesecu-trudnoce/959361.aspx,2017-03-26 15:08:44,190,56,1,177,3,0,9,0,1
107861655950370_1408343972568792,Index Ljubimci: Je li moguće odabrati najslađi par?! :),"Ove mačke i psi su najbolji prijatelji, ništa ih ne može razdvojiti!",link,http://www.index.hr/ljubimci/clanak/ove-macke-i-psi-su-najbolji-prijatelji-nista-ih-ne-moze-razdvojiti/959362.aspx,2017-03-26 15:08:39,356,2,10,321,32,0,3,0,0
107861655950370_1408343929235463,Index Sport: Real ima pravo prvokupa...,Europa poludjela za Kovačevim terijerom,link,http://www.index.hr/sport/clanak/europa-poludjela-za-kovacevim-terijerom/959356.aspx,2017-03-26 15:08:34,18,4,0,18,0,0,0,0,0
107861655950370_1408343905902132,,Biliću su dani odbrojani: Mijenja ga Unitedova legenda?,link,http://www.index.hr/sport/clanak/bilicu-su-dani-odbrojani-mijenja-ga-unitedova-legenda/959360.aspx,2017-03-26 15:08:30,9,0,0,9,0,0,0,0,0
107861655950370_1408343825902140,Index Vijesti: Objavljena je snimka nastala neposredno nakon što je u Tribunju uhićen 19-godišnjak.,"VIDEO Trenuci nakon uhićenja 19-godišnjaka u Tribunju: Čula se pucnjava, razbijena stakla...",link,http://www.index.hr/vijesti/clanak/video-trenuci-nakon-uhicenja-19godisnjaka-u-tribunju-cula-se-pucnjava-razbijena-stakla/959363.aspx,2017-03-26 15:08:24,40,11,0,34,1,0,0,0,5
107861655950370_1408343745902148,"Koji ste vi tim, Cola ili Pepsi?",Razlika između Coca-Cole i Pepsija samo je u jednom jedinom sastojku,link,http://www.index.hr/black/clanak/razlika-izmedu-cocacole-i-pepsija-samo-je-u-jednom-jedinom-sastojku/959353.aspx,2017-03-26 15:08:19,34,42,2,34,0,0,0,0,0
107861655950370_1408282475908275,,Lajk.hr,link,http://www.index.hr/lajk/poster/185312/ovih-10-stvari-ce-vam-mozda-zvucati-cudno-ali-je-rijec-o-znanstvenim-cinjenicama,2017-03-26 14:30:00,41,7,0,36,2,1,2,0,0
